,Unnamed: 0.1,Unnamed: 0,PC1,PC2,year,condition,odometer,mmr,sellingprice,income,using_time,make,model,body,transmission,state,color,interior,region,K
178,178,178,-2.6981593546149902,-0.0482810648424608,2005,3.1,110916.0,2050,1700,68360,10,pontiac,Grand Am,sedan,automatic,tx,silver,gray,southwest,0
179,179,179,0.805889430849069,0.3182691411084188,2013,3.3,22536.0,12800,12100,73100,2,dodge,Dart,sedan,manual,pa,red,black,northeast,2
180,180,180,-0.9026654289953076,1.3802389851328405,2010,2.8,81283.0,8925,7800,82150,5,chevrolet,Equinox,suv,automatic,ma,gray,black,northeast,8
181,181,181,2.373253260143471,1.4636628087080468,2014,4.6,43592.0,25200,24700,80610,1,lincoln,MKS,sedan,automatic,co,brown,black,mountain west,3
182,182,182,-1.1708806243845111,0.035555992120572,2007,3.7,81537.0,9775,8500,68360,8,toyota,Avalon,sedan,automatic,tx,burgundy,gray,southwest,2
183,183,183,1.6894454477465006,0.9615484084278144,2013,3.9,22728.0,20900,20000,77030,2,infiniti,G Sedan,sedan,automatic,ca,gray,black,pacific,6
184,184,184,-1.702443308457729,-1.1047248851931497,2010,3.3,210159.0,7650,9700,59100,5,hyundai,Santa Fe,suv,automatic,fl,white,gray,southeast,5
185,185,185,-1.4645698162168748,-0.787099147124513,2008,2.5,117361.0,10600,12200,61450,7,toyota,Tundra,cab,automatic,ga,gray,gray,southeast,9
186,186,186,1.195419889452764,-1.093751678238039,2012,4.4,23273.0,14400,15200,59100,3,toyota,Camry,sedan,automatic,fl,silver,black,southeast,4
187,187,187,1.3835743402719325,0.9596906513052512,2013,2.5,34228.0,24600,23250,77030,2,chevrolet,Camaro,coupe,manual,ca,gray,black,pacific,6
188,188,188,-2.260647599365804,-1.2241680937469772,2008,1.9,119835.0,4450,5000,59100,7,scion,tC,hatchback,automatic,fl,blue,black,southeast,5
189,189,189,1.557480131000513,-0.707378504932883,2012,3.9,29508.0,22000,21750,61450,3,mercedes-benz,C-Class,coupe,automatic,ga,black,black,southeast,1
190,190,190,2.5871397190893903,0.053859823492361,2013,4.3,23213.0,29100,29250,67090,2,mercedes-benz,E-Class,sedan,automatic,wi,—,black,midwest,2
191,191,191,1.3481743234712902,-0.7669064532200197,2014,3.5,21182.0,14700,15200,63250,1,toyota,Camry,sedan,automatic,az,beige,beige,southwest,2
192,192,192,4.218736252550885,-0.5058840179691814,2013,4.9,4789.0,43100,44800,59100,2,bmw,X5,suv,automatic,fl,white,beige,southeast,4
193,193,193,0.2363328795473767,1.227320716474951,2008,4.1,73333.0,20300,21300,77030,7,jeep,Wrangler,suv,automatic,ca,burgundy,beige,pacific,6
194,194,194,-2.232897022643121,-0.4930204008283111,2008,1.9,116506.0,6050,3700,65610,7,dodge,Charger,sedan,automatic,mi,gray,black,midwest,9
195,195,195,1.2571879930652918,0.15525238406141,2014,4.5,33096.0,10700,11200,71660,1,ford,Focus,sedan,automatic,mo,—,black,midwest,3
196,196,196,1.1783324999595597,0.8954299051536109,2013,3.5,41704.0,17900,18000,77030,2,chevrolet,Camaro,convertible,automatic,ca,red,black,pacific,6
197,197,197,0.9120878246129884,-0.2017602017711365,2013,3.5,20046.0,12600,12400,68360,2,jeep,Compass,suv,automatic,tx,black,gray,southwest,2
198,198,198,0.6644994529923961,-0.3584654513779706,2014,2.1,61299.0,18100,15500,67090,1,subaru,Forester,suv,automatic,wi,white,gray,midwest,2
199,199,199,1.146220334364155,1.5202962366831327,2013,4.7,32505.0,11500,11900,83200,2,chevrolet,Cruze,sedan,automatic,mn,white,black,midwest,2
200,200,200,0.0345295510071312,0.5493219826464489,2008,4.1,64203.0,17200,17600,71660,7,ford,F-150,cab,automatic,mo,red,black,midwest,3
201,201,201,-2.736635313189357,-0.8696396373565182,2005,2.0,103895.0,6025,1800,61450,9,jeep,Grand Cherokee,suv,automatic,ga,blue,beige,southeast,1
202,202,202,1.2734307010630228,-1.0771287370385412,2013,2.8,41833.0,21900,21400,59100,2,ford,F-150,cab,automatic,fl,red,gray,southeast,4
203,203,203,-4.097845972258102,0.225153862651717,2000,3.8,165773.0,1000,1250,68360,15,ford,Explorer,suv,automatic,tx,white,tan,southwest,0
204,204,204,-0.9668908210443088,1.5356032009528102,2008,2.7,61121.0,10300,10000,82750,6,honda,Accord,sedan,automatic,nj,silver,black,northeast,7
205,205,205,4.914762876028488,-0.0706574489527687,2011,4.9,28321.0,57000,62750,59100,4,mercedes-benz,S-Class,sedan,automatic,fl,white,beige,southeast,4
206,206,206,1.1411801218081905,1.4700602791648487,2014,3.7,40413.0,14250,13700,83200,1,toyota,Camry,sedan,automatic,mn,white,black,midwest,2
207,207,207,2.689875427282899,0.7459969914091367,2013,4.1,16551.0,30100,31400,73100,2,lincoln,MKX,suv,automatic,pa,white,brown,northeast,2
208,208,208,-0.2917919450460663,1.0453972076776965,2013,2.3,70847.0,8475,8700,80610,2,chevrolet,Cruze,sedan,automatic,co,white,gray,mountain west,3
209,209,209,-1.6041185372131173,-0.0394967160094726,2008,1.9,111473.0,12300,11500,68360,7,chevrolet,Silverado 1500,cab,automatic,tx,purple,black,southwest,0
210,210,210,-5.410715355013767,0.8299565023205223,2001,1.9,279720.0,2425,1900,74430,14,toyota,4Runner,suv,automatic,va,green,blue,southeast,9
211,211,211,-3.804770474241154,-1.0035942409081378,2002,1.9,119012.0,2650,2500,59100,13,chevrolet,S-10,cab,automatic,fl,black,black,southeast,5
212,212,212,0.223644351280487,0.5572366210789261,2010,3.1,51934.0,18500,16200,73100,5,ford,Mustang,coupe,manual,pa,black,black,northeast,2
213,213,213,2.2462061384303635,0.5290367608000571,2014,4.4,16924.0,21500,21600,73130,1,ford,Taurus,sedan,automatic,il,brown,beige,midwest,3
214,214,214,-0.195246736195049,0.4376414884911499,2011,3.7,93554.0,12200,10100,73100,4,toyota,Prius,hatchback,automatic,pa,silver,gray,northeast,2
215,215,215,-2.0120192709037075,-1.1712422422375053,2007,2.4,102889.0,5475,5000,59100,7,mercury,Milan,sedan,automatic,fl,gray,black,southeast,5
216,216,216,1.9080851577574,-1.0172567850089482,2013,4.4,23529.0,20900,20200,59100,2,nissan,Pathfinder,suv,automatic,fl,red,black,southeast,4
217,217,217,1.4874185268392253,-1.113268949584898,2013,3.8,19286.0,18450,17000,59100,2,mini,Cooper Countryman,wagon,automatic,fl,white,black,southeast,4
218,218,218,-5.093499298180799,2.5623623022451163,1998,2.4,166954.0,1375,1300,89090,17,toyota,Camry,sedan,automatic,md,green,tan,northeast,5
219,219,219,0.224234162992346,0.269894650285827,2013,2.7,52984.0,11350,10800,73100,2,toyota,Corolla,sedan,automatic,pa,silver,black,northeast,2
220,220,220,0.3913609613249656,0.8293107689292425,2013,3.9,50814.0,7425,8250,78090,2,ford,Fiesta,sedan,manual,hi,blue,gray,pacific,3
221,221,221,0.7693433569638628,0.7978214577011639,2013,3.3,40771.0,13950,13800,77030,2,dodge,Grand Caravan,van,automatic,ca,gold,black,pacific,6
222,222,222,2.08017391922424,1.0795177296648288,2013,5.0,44933.0,21800,23250,77030,2,toyota,Highlander,suv,automatic,ca,red,gray,pacific,6
223,223,223,0.7414268049693903,0.4214924101509641,2012,3.4,29680.0,15100,14200,73130,3,nissan,Altima,sedan,automatic,il,silver,black,midwest,3
224,224,224,0.1625306158150844,-1.0610118421478645,2013,2.7,51482.0,9850,10000,61450,2,toyota,Corolla,sedan,automatic,ga,red,gray,southeast,1
225,225,225,-4.174869131757699,-0.6851867343428509,2003,2.3,221921.0,3275,4300,61450,12,toyota,Sequoia,suv,automatic,ga,gray,gray,southeast,9
226,226,226,4.832178481264892,-0.5252832232268816,2015,4.2,8064.0,50200,48000,59100,0,ford,F-250 Super Duty,cab,automatic,fl,black,black,southeast,4
227,227,227,1.2625482888205652,-1.2189293378936612,2014,3.9,40861.0,14250,13800,59100,1,ford,Fusion,sedan,automatic,fl,—,gray,southeast,4
228,228,228,2.075924906344967,-0.9063648766798036,2013,3.9,44439.0,26200,27200,59100,2,audi,A6,sedan,automatic,fl,white,black,southeast,4
229,229,229,0.3621565902131141,-0.367392634382456,2011,3.7,73844.0,13750,14900,65610,3,subaru,Outback,wagon,automatic,mi,black,beige,midwest,1
230,230,230,1.3090978390973702,-0.5927519457093701,2013,4.5,10159.0,12050,11700,64520,2,ford,Focus,sedan,automatic,oh,black,black,midwest,7
231,231,231,2.1219525673338806,1.0932657276974422,2013,2.6,15960.0,33400,27500,77030,2,mercedes-benz,E-Class,coupe,automatic,ca,—,red,pacific,6
232,232,232,-5.335304351707649,1.6740873640915752,1997,1.9,155637.0,675,700,81400,17,mitsubishi,Eclipse,hatchback,manual,wa,black,gray,pacific,8
233,233,233,0.1578478152775544,0.118912492683357,2009,3.5,61187.0,18600,18100,68360,6,dodge,Challenger,coupe,automatic,tx,silver,black,southwest,2
234,234,234,-3.871405798292268,-0.8025961919963449,2003,1.9,140471.0,1625,800,61450,12,chrysler,PT Cruiser,wagon,automatic,ga,red,—,southeast,9
235,235,235,-0.0185241578907744,-0.5803559128642302,2011,3.8,56731.0,8825,9300,64520,4,chevrolet,Cruze,sedan,automatic,oh,black,black,midwest,7
236,236,236,-2.395002090014289,0.0782427983691567,2005,1.9,116186.0,14350,7800,68360,10,gmc,Sierra 2500HD,cab,automatic,tx,white,tan,southwest,0
237,237,237,-3.8310213297096025,-0.8162144711277105,2004,2.0,192614.0,2500,2000,61450,10,gmc,Yukon XL,suv,automatic,ga,gray,beige,southeast,9
238,238,238,0.3141375354480352,0.4895143137622514,2012,1.9,21548.0,16000,14500,74430,3,ram,1500,cab,automatic,va,white,gray,southeast,1
239,239,239,1.772336429972157,-1.2681211594778956,2015,3.7,8676.0,15600,14600,59100,0,nissan,Altima,sedan,automatic,fl,red,black,southeast,4
240,240,240,3.220019800891702,0.909099441601846,2013,4.6,35296.0,35500,37900,73100,2,bmw,X5,suv,automatic,pa,—,black,northeast,2
241,241,241,-1.2089892001489009,-0.9152599585596408,2009,2.7,84104.0,7600,7700,61450,6,hyundai,Sonata,sedan,automatic,ga,gold,beige,southeast,1
242,242,242,-0.2472754164104505,-0.8118617607885368,2010,4.2,87799.0,10050,10500,61490,5,jeep,Liberty,suv,automatic,nc,black,—,southeast,1
243,243,243,0.6112343813119024,-1.4116035088860606,2013,3.4,62971.0,13400,13100,57290,2,kia,Optima,sedan,automatic,tn,white,tan,southeast,2
244,244,244,0.4965647337403361,-1.241170775555324,2013,3.4,61049.0,12000,11500,59100,2,nissan,Rogue,suv,automatic,fl,blue,black,southeast,4
245,245,245,-0.4992002799506942,-0.4484002627647444,2010,2.8,55000.0,11100,9300,65610,5,ford,Ranger,cab,manual,mi,black,black,midwest,1
246,246,246,-0.2109165211903039,-1.1966899527333328,2010,3.5,49644.0,8900,8300,59100,4,honda,Civic,sedan,automatic,fl,silver,gray,southeast,4
247,247,247,-1.4936494865438137,-0.0241281465242472,2007,3.7,89459.0,4800,7400,68360,8,chevrolet,Impala,sedan,automatic,tx,white,beige,southwest,2
248,248,248,2.9526499040060905,1.397439609000972,2012,3.7,28508.0,41000,38000,77030,3,audi,A7,sedan,automatic,ca,brown,beige,pacific,6
249,249,249,0.5928945466976445,-0.521366708617874,2011,4.3,26603.0,13850,8600,64520,4,ford,Ranger,cab,manual,oh,blue,black,midwest,7
250,250,250,1.9470209274298809,-0.4911191468513481,2012,4.8,22262.0,21700,22250,62930,3,honda,CR-V,suv,automatic,in,blue,gray,midwest,3
251,251,251,-1.9071047988221468,-0.4151816841741367,2008,2.7,125371.0,6250,6100,65610,7,chrysler,Town and Country,van,automatic,mi,red,gray,midwest,9
252,252,252,-2.729761443401298,1.012585615221906,2003,1.9,72248.0,7600,6700,77030,11,toyota,Tundra,cab,automatic,ca,green,gray,pacific,6
253,253,253,-3.292503388186164,-1.0518608124415116,2004,2.3,134646.0,2875,3200,59100,11,honda,Odyssey,van,automatic,fl,black,gray,southeast,5
254,254,254,1.0959003270090588,0.9600976651071268,2012,3.3,32937.0,20600,18750,77030,3,chevrolet,Camaro,coupe,automatic,ca,white,black,pacific,6
255,255,255,2.835463600257471,-0.2928059206395011,2014,4.6,19767.0,26000,29500,64520,1,chevrolet,Traverse,suv,automatic,oh,silver,black,midwest,7
256,256,256,1.2936667540786502,-0.4770217067515034,2013,3.7,47294.0,18800,18600,64520,2,subaru,Outback,wagon,automatic,oh,black,black,midwest,7
257,257,257,-2.3745696778176244,-1.062508654067318,2006,3.5,135527.0,3600,3300,59100,9,chevrolet,Impala,sedan,automatic,fl,red,tan,southeast,5
258,258,258,1.4217510577423664,0.8293498793880975,2014,3.0,25283.0,19350,18000,77030,1,chrysler,300,sedan,automatic,ca,—,black,pacific,6
259,259,259,0.0270438950549113,0.2545619351315319,2013,2.1,34478.0,9175,9900,73640,2,chevrolet,Sonic,hatchback,automatic,or,red,black,pacific,3
260,260,260,0.744952116110857,-1.1588035042047218,2012,4.2,39313.0,11450,12300,59100,3,chrysler,200,sedan,automatic,fl,gray,black,southeast,4
261,261,261,-4.250296531657594,-0.429684609730698,2003,1.9,188557.0,1600,1300,64520,12,infiniti,I35,sedan,automatic,oh,silver,black,midwest,9
262,262,262,-2.3647899631325706,1.476277281424646,2005,2.9,64327.0,3000,2000,82150,10,hyundai,Elantra,hatchback,automatic,ma,silver,black,northeast,3
263,263,263,1.466419200163949,0.3543775471920334,2014,4.0,19428.0,14350,14200,73130,1,chevrolet,Captiva Sport,suv,automatic,il,gray,gray,midwest,3
264,264,264,2.788003080648364,0.6497970496501178,2014,4.6,15394.0,27700,26200,73100,1,ram,1500,cab,automatic,pa,white,gray,northeast,2
265,265,265,0.4203758182829893,-1.2352162882808435,2013,4.1,79872.0,9850,9500,59100,2,hyundai,Elantra,sedan,automatic,fl,silver,gray,southeast,4
266,266,266,1.0845009683903415,-1.1730511728721584,2011,4.3,42178.0,17800,19000,57290,4,bmw,3 Series,sedan,automatic,tn,black,tan,southeast,2
267,267,267,1.5238850366855172,0.4995341583752747,2013,4.5,37604.0,17150,17400,73130,2,ford,Fusion,sedan,automatic,il,gray,black,midwest,3
268,268,268,2.0966170520995826,-1.060954457049008,2014,4.0,22624.0,22400,21000,59100,1,chrysler,300,sedan,automatic,fl,gray,black,southeast,4
269,269,269,-0.6507329040250766,-0.4268293736677755,2010,3.4,86065.0,8900,8800,65610,5,chevrolet,Equinox,suv,automatic,mi,gray,black,midwest,1
270,270,270,-2.1075408530265527,0.9697384761619768,2006,3.1,109211.0,5425,7000,77030,9,ford,Ranger,cab,automatic,ca,white,black,pacific,0
271,271,271,-5.003960842110443,-0.8850137166353905,1999,2.0,165229.0,550,500,59100,16,ford,Taurus,sedan,automatic,fl,red,gray,southeast,5
272,272,272,-1.1079142672223732,1.2521554365511989,2004,4.3,57855.0,12450,14250,77030,11,ford,Thunderbird,convertible,automatic,ca,red,black,pacific,6
273,273,273,1.389578688180705,0.3052220020953027,2014,4.4,12631.0,11000,11000,73130,1,nissan,Versa Note,hatchback,automatic,il,—,gray,midwest,3
274,274,274,1.092378413812172,1.0504576035662434,2011,4.0,37831.0,19400,20250,77030,4,bmw,3 Series,sedan,automatic,ca,white,beige,pacific,6
275,275,275,0.5643446310074206,1.4050589832131708,2013,4.3,59162.0,9175,9000,82750,2,hyundai,Elantra,sedan,automatic,nj,blue,beige,northeast,7
276,276,276,0.8491385434023486,0.3735366386715103,2012,2.5,54159.0,22700,21500,71660,3,ram,1500,cab,automatic,mo,black,black,midwest,3
277,277,277,-1.5820486560319398,1.0359965041404031,2006,3.5,88831.0,8100,9400,77030,9,nissan,Murano,suv,automatic,ca,black,black,pacific,0
278,278,278,1.258980316973453,-1.1626185914260432,2013,4.6,32405.0,12950,12800,59100,2,ram,C/V Tradesman,van,automatic,fl,white,black,southeast,4
279,279,279,-1.3056727281670035,-0.9561335406585376,2010,3.2,123879.0,5225,5800,61450,5,chevrolet,Impala,sedan,automatic,ga,white,black,southeast,9
280,280,280,0.3030730165276893,1.5228754829223947,2011,3.1,36172.0,15100,13500,82750,4,nissan,Rogue,suv,automatic,nj,gray,gray,northeast,7
281,281,281,1.1694977518480123,-1.467261067956048,2014,4.2,36186.0,11000,11300,57290,1,chrysler,200,sedan,automatic,tn,gray,black,southeast,2
282,282,282,-3.962876168481933,-1.5346869605390887,2005,1.0,165840.0,1400,400,56120,10,ford,Freestar,van,automatic,sc,beige,tan,southeast,9
283,283,283,0.460531634790613,0.4029971164059137,2012,3.1,46051.0,13500,14900,73130,3,nissan,Rogue,suv,automatic,il,black,black,midwest,3
284,284,284,-0.2444687263619514,-0.7707010052175826,2009,3.7,79284.0,12350,13600,61450,5,honda,Odyssey,van,automatic,ga,white,beige,southeast,1
285,285,285,0.9961681785193168,1.260770457288146,2013,4.6,23466.0,9075,9800,81400,2,nissan,Leaf,hatchback,automatic,wa,silver,black,pacific,3
286,286,286,1.4952548263302938,-0.9772280915441935,2011,4.3,79428.0,27200,26500,57290,4,cadillac,Escalade,suv,automatic,tn,silver,beige,southeast,2
287,287,287,2.813356172796673,-0.9000553653105605,2014,4.4,20788.0,28100,28500,59100,1,toyota,Highlander,suv,automatic,fl,white,black,southeast,7
288,288,288,-1.5219008994802412,-0.8956368937594963,2008,2.9,85232.0,6100,5700,61450,7,chrysler,Sebring,convertible,automatic,ga,white,gray,southeast,1
289,289,289,2.8497936166822373,-0.0529327747019545,2012,4.1,27100.0,36300,36000,64520,3,bmw,X5,suv,automatic,oh,white,black,midwest,7
290,290,290,1.3398054187944444,0.1825035820712192,2014,4.1,30651.0,13300,13500,71660,1,ford,Fusion,sedan,automatic,mo,red,black,midwest,3
291,291,291,-3.361016279389596,0.0607856306805106,2003,2.7,134051.0,2375,4400,68360,12,nissan,Altima,sedan,automatic,tx,white,tan,southwest,0
292,292,292,1.489796521858691,-0.3653090124418123,2013,3.9,26164.0,18300,18000,65610,2,ford,Escape,suv,automatic,mi,red,tan,midwest,7
293,293,293,2.08629176956913,0.6469782140273587,2014,5.0,29119.0,18500,18100,74430,1,chrysler,Town and Country,van,automatic,va,white,tan,southeast,1
294,294,294,-2.893670890239847,-0.7967011672136397,2005,3.0,138798.0,1950,3100,61490,10,ford,Focus,sedan,automatic,nc,white,gray,southeast,9
295,295,295,-0.5748273870015218,-0.55143274063264,2011,3.1,85662.0,7375,6500,65610,3,chevrolet,Malibu,sedan,automatic,mi,silver,black,midwest,1
296,296,296,0.592454173990723,1.261608193743779,2014,2.5,16583.0,10600,10000,82750,1,ford,Fiesta,sedan,automatic,nj,gray,black,northeast,7
297,297,297,-1.0557256247759377,-1.056452664955039,2011,2.5,90708.0,6200,4900,61450,4,nissan,Sentra,sedan,automatic,ga,silver,gray,southeast,1
298,298,298,0.7139909812552498,0.8932797177858904,2012,3.5,46612.0,16250,15000,77030,3,mini,Cooper,convertible,automatic,ca,blue,black,pacific,6
299,299,299,0.29201183619885,-1.438502137339405,2014,2.0,25302.0,10800,7500,59100,1,hyundai,Accent,sedan,automatic,fl,gray,gray,southeast,4
300,300,300,-0.8238804765308475,1.1389309672685488,2011,2.3,80344.0,9700,7500,80610,4,toyota,Camry,sedan,automatic,co,gray,gray,mountain west,3
301,301,301,-2.0908887260385995,0.8364228177138451,2008,1.9,119653.0,7575,6700,77030,7,jeep,Grand Cherokee,suv,automatic,ca,silver,black,pacific,0
302,302,302,0.5380210150255981,-0.4967002304769704,2013,3.7,65284.0,11450,11600,65610,2,ford,Fusion,sedan,automatic,mi,white,black,midwest,1
303,303,303,1.4939911353454995,-0.9263770029100492,2012,4.4,60249.0,22000,21800,59100,3,jeep,Grand Cherokee,suv,automatic,fl,black,black,southeast,4
304,304,304,3.6280520223683865,1.8996224705347409,2014,5.0,3191.0,41600,26750,82750,1,bmw,3 Series,sedan,automatic,nj,black,—,northeast,7
305,305,305,2.648258288841964,0.077661516415169,2014,4.4,11311.0,25700,25600,68360,1,ford,F-150,cab,automatic,tx,black,gray,southwest,2
306,306,306,-0.1757380481327351,-0.9284678660932124,2011,3.5,67624.0,10900,8000,61450,4,kia,Sorento,suv,manual,ga,black,gray,southeast,1
307,307,307,-0.1752074804405946,0.932953538438794,2009,3.7,32102.0,9925,12000,77030,6,honda,Accord,sedan,automatic,ca,gold,beige,pacific,6
308,308,308,-0.0393018247372794,-0.0826111605006466,2011,4.0,87249.0,10900,11100,68360,4,chevrolet,Equinox,suv,automatic,tx,—,black,southwest,0
309,309,309,-3.742280813061508,-0.8549487276775258,2004,1.4,138884.0,2450,1600,61490,11,mazda,Mazda6,sedan,manual,nc,gray,black,southeast,9
310,310,310,-0.9458528719229488,-1.0569844793752985,2011,2.5,77893.0,6325,4900,61490,4,ford,Fiesta,sedan,automatic,nc,red,black,southeast,1
311,311,311,1.6629222647716546,-1.0795776184008865,2013,4.3,21676.0,18000,17800,59100,2,honda,CR-V,suv,automatic,fl,gray,black,southeast,4
312,312,312,1.536275323728439,-0.0776455459475013,2013,4.0,14075.0,16750,17600,68360,2,buick,Regal,sedan,automatic,tx,black,black,southwest,6
313,313,313,0.8221026261100914,-0.5433468416186946,2012,3.9,30277.0,16100,10500,64520,3,toyota,RAV4,suv,automatic,oh,brown,tan,midwest,7
314,314,314,2.306665878301378,1.0081103671658818,2014,4.1,23060.0,25200,23250,77030,1,chevrolet,Traverse,suv,automatic,ca,white,gray,pacific,6
